Source,Target,Type,weight,book
Jon-Arryn,Stannis-Baratheon,Undirected,13,1.0
Jon-Arryn,Tyrion-Lannister,Undirected,5,1.0
Jon-Arryn,Varys,Undirected,5,1.0
Jon-Snow,Jory-Cassel,Undirected,3,1.0
Jon-Snow,Luwin,Undirected,10,1.0
Jon-Snow,Matthar,Undirected,3,1.0
Jon-Snow,Mordane,Undirected,4,1.0
Jon-Snow,Othor,Undirected,5,1.0
Jon-Snow,Pypar,Undirected,45,1.0
Jon-Snow,Rast,Undirected,8,1.0
Jon-Snow,Rickon-Stark,Undirected,11,1.0
Jon-Snow,Robb-Stark,Undirected,53,1.0
Jon-Snow,Robert-Baratheon,Undirected,18,1.0
Jon-Snow,Rodrik-Cassel,Undirected,3,1.0
Jon-Snow,Samwell-Tarly,Undirected,81,1.0
Jon-Snow,Sansa-Stark,Undirected,8,1.0
Jon-Snow,Theon-Greyjoy,Undirected,8,1.0
Jon-Snow,Todder,Undirected,13,1.0
Jon-Snow,Tyrion-Lannister,Undirected,56,1.0
Jon-Snow,Yoren,Undirected,6,1.0
Jon-Umber-(Greatjon),Maege-Mormont,Undirected,5,1.0
Jon-Umber-(Greatjon),Rickard-Karstark,Undirected,7,1.0
Jon-Umber-(Greatjon),Robb-Stark,Undirected,8,1.0
Jon-Umber-(Greatjon),Roose-Bolton,Undirected,3,1.0
Jon-Umber-(Greatjon),Theon-Greyjoy,Undirected,5,1.0
Jon-Umber-(Greatjon),Tywin-Lannister,Undirected,3,1.0
Jonos-Bracken,Tytos-Blackwood,Undirected,3,1.0
Jorah-Mormont,Mirri-Maz-Duur,Undirected,5,1.0
Jorah-Mormont,Qotho,Undirected,7,1.0
Jorah-Mormont,Rhaegar-Targaryen,Undirected,5,1.0
Jorah-Mormont,Robert-Baratheon,Undirected,3,1.0
Jorah-Mormont,Viserys-Targaryen,Undirected,15,1.0
Jory-Cassel,Mordane,Undirected,3,1.0
Jory-Cassel,Petyr-Baelish,Undirected,8,1.0
Jory-Cassel,Robb-Stark,Undirected,9,1.0
Jory-Cassel,Robert-Baratheon,Undirected,7,1.0
Jory-Cassel,Rodrik-Cassel,Undirected,5,1.0
Jory-Cassel,Sansa-Stark,Undirected,9,1.0
Jory-Cassel,Stannis-Baratheon,Undirected,3,1.0
Jory-Cassel,Theon-Greyjoy,Undirected,3,1.0
Jory-Cassel,Tomard,Undirected,5,1.0
Jory-Cassel,Vayon-Poole,Undirected,5,1.0
Jory-Cassel,Wyl-(guard),Undirected,6,1.0
Joseth,Luwin,Undirected,3,1.0
Jyck,Morrec,Undirected,5,1.0
Jyck,Tyrion-Lannister,Undirected,6,1.0
Karyl-Vance,Marq-Piper,Undirected,3,1.0
Kevan-Lannister,Tyrion-Lannister,Undirected,15,1.0
Kevan-Lannister,Tywin-Lannister,Undirected,9,1.0
Kurleket,Tyrion-Lannister,Undirected,5,1.0
Lancel-Lannister,Robert-Baratheon,Undirected,3,1.0
Leo-Lefford,Tyrion-Lannister,Undirected,4,1.0
Loras-Tyrell,Mace-Tyrell,Undirected,3,1.0
Loras-Tyrell,Petyr-Baelish,Undirected,5,1.0
Loras-Tyrell,Renly-Baratheon,Undirected,5,1.0
Loras-Tyrell,Robert-Baratheon,Undirected,4,1.0
Loras-Tyrell,Rodrik-Cassel,Undirected,3,1.0
Loras-Tyrell,Sandor-Clegane,Undirected,4,1.0
Loras-Tyrell,Sansa-Stark,Undirected,14,1.0
Luwin,Nan,Undirected,4,1.0
Luwin,Osha,Undirected,16,1.0
Luwin,Rickard-Karstark,Undirected,3,1.0
Luwin,Rickon-Stark,Undirected,9,1.0
Luwin,Robb-Stark,Undirected,20,1.0
Luwin,Rodrik-Cassel,Undirected,3,1.0
Luwin,Theon-Greyjoy,Undirected,10,1.0
Luwin,Tommen-Baratheon,Undirected,3,1.0
Luwin,Tyrion-Lannister,Undirected,10,1.0
Lyanna-Stark,Robert-Baratheon,Undirected,9,1.0
Lyanna-Stark,Sansa-Stark,Undirected,4,1.0
Lyn-Corbray,Lysa-Arryn,Undirected,3,1.0
Lysa-Arryn,Petyr-Baelish,Undirected,4,1.0
Lysa-Arryn,Robert-Arryn,Undirected,8,1.0
Lysa-Arryn,Robert-Baratheon,Undirected,5,1.0
Lysa-Arryn,Stannis-Baratheon,Undirected,4,1.0
Lysa-Arryn,Tyrion-Lannister,Undirected,25,1.0
Lysa-Arryn,Vardis-Egen,Undirected,5,1.0
Mace-Tyrell,Paxter-Redwyne,Undirected,3,1.0
Maege-Mormont,Rickard-Karstark,Undirected,3,1.0
Maegor-I-Targaryen,Sansa-Stark,Undirected,4,1.0
Marillion,Rodrik-Cassel,Undirected,5,1.0
Marillion,Tyrion-Lannister,Undirected,10,1.0
Marillion,Willis-Wode,Undirected,4,1.0
Marq-Piper,Tywin-Lannister,Undirected,3,1.0
Meryn-Trant,Robert-Baratheon,Undirected,3,1.0
Meryn-Trant,Sandor-Clegane,Undirected,4,1.0
Meryn-Trant,Sansa-Stark,Undirected,5,1.0
Meryn-Trant,Syrio-Forel,Undirected,5,1.0
Mirri-Maz-Duur,Qotho,Undirected,9,1.0
Mord,Tyrion-Lannister,Undirected,20,1.0
Mordane,Myrcella-Baratheon,Undirected,12,1.0
Mordane,Petyr-Baelish,Undirected,3,1.0
Mordane,Robert-Baratheon,Undirected,7,1.0
Mordane,Sansa-Stark,Undirected,43,1.0
Morrec,Tyrion-Lannister,Undirected,5,1.0
Mycah,Sandor-Clegane,Undirected,5,1.0
Mycah,Sansa-Stark,Undirected,10,1.0
Myrcella-Baratheon,Robert-Baratheon,Undirected,3,1.0
Myrcella-Baratheon,Sansa-Stark,Undirected,8,1.0
Myrcella-Baratheon,Tommen-Baratheon,Undirected,6,1.0
Nan,Robb-Stark,Undirected,4,1.0
Osha,Robb-Stark,Undirected,3,1.0
Petyr-Baelish,Pycelle,Undirected,14,1.0
Petyr-Baelish,Renly-Baratheon,Undirected,12,1.0
Petyr-Baelish,Robert-Baratheon,Undirected,30,1.0
Petyr-Baelish,Rodrik-Cassel,Undirected,7,1.0
Petyr-Baelish,Sandor-Clegane,Undirected,3,1.0
Petyr-Baelish,Sansa-Stark,Undirected,8,1.0
Petyr-Baelish,Tomard,Undirected,4,1.0
Petyr-Baelish,Tyrion-Lannister,Undirected,11,1.0
Petyr-Baelish,Varys,Undirected,29,1.0
Pycelle,Renly-Baratheon,Undirected,7,1.0
Pycelle,Robert-Baratheon,Undirected,26,1.0
Pycelle,Sansa-Stark,Undirected,8,1.0
Pycelle,Stannis-Baratheon,Undirected,3,1.0
Pycelle,Tywin-Lannister,Undirected,4,1.0
Pycelle,Varys,Undirected,17,1.0
Pypar,Rast,Undirected,4,1.0
Pypar,Samwell-Tarly,Undirected,11,1.0
Pypar,Todder,Undirected,8,1.0
Qotho,Quaro,Undirected,4,1.0
Quaro,Rakharo,Undirected,6,1.0
Randyll-Tarly,Samwell-Tarly,Undirected,5,1.0
Rast,Samwell-Tarly,Undirected,3,1.0
Raymun-Darry,Robert-Baratheon,Undirected,8,1.0
Renly-Baratheon,Robb-Stark,Undirected,3,1.0
Renly-Baratheon,Robert-Baratheon,Undirected,42,1.0
Renly-Baratheon,Sandor-Clegane,Undirected,7,1.0
Renly-Baratheon,Sansa-Stark,Undirected,5,1.0
Renly-Baratheon,Stannis-Baratheon,Undirected,19,1.0
Renly-Baratheon,Tyrion-Lannister,Undirected,4,1.0
Renly-Baratheon,Varys,Undirected,9,1.0
Rhaegar-Targaryen,Robert-Baratheon,Undirected,22,1.0
Rhaegar-Targaryen,Sansa-Stark,Undirected,3,1.0
Rhaegar-Targaryen,Tywin-Lannister,Undirected,4,1.0
Rhaegar-Targaryen,Viserys-Targaryen,Undirected,5,1.0
Rickard-Karstark,Robb-Stark,Undirected,9,1.0
Rickard-Karstark,Roose-Bolton,Undirected,3,1.0
Rickon-Stark,Robb-Stark,Undirected,20,1.0
Rickon-Stark,Sansa-Stark,Undirected,8,1.0
Rickon-Stark,Tyrion-Lannister,Undirected,4,1.0
Robb-Stark,Robert-Baratheon,Undirected,6,1.0
Robb-Stark,Rodrik-Cassel,Undirected,15,1.0
Robb-Stark,Roose-Bolton,Undirected,6,1.0
Robb-Stark,Samwell-Tarly,Undirected,4,1.0
Robb-Stark,Sansa-Stark,Undirected,13,1.0
Robb-Stark,Stiv,Undirected,3,1.0
Robb-Stark,Theon-Greyjoy,Undirected,37,1.0
Robb-Stark,Torrhen-Karstark,Undirected,3,1.0
Robb-Stark,Tyrion-Lannister,Undirected,11,1.0
Robb-Stark,Tywin-Lannister,Undirected,9,1.0
Robb-Stark,Walder-Frey,Undirected,7,1.0
Robb-Stark,Wendel-Manderly,Undirected,3,1.0
Robb-Stark,Yoren,Undirected,3,1.0
Robert-Arryn,Tyrion-Lannister,Undirected,9,1.0
Robert-Baratheon,Sandor-Clegane,Undirected,9,1.0
Robert-Baratheon,Sansa-Stark,Undirected,26,1.0
Robert-Baratheon,Stannis-Baratheon,Undirected,21,1.0
Robert-Baratheon,Tommen-Baratheon,Undirected,3,1.0
Robert-Baratheon,Tyrion-Lannister,Undirected,18,1.0
Robert-Baratheon,Tywin-Lannister,Undirected,13,1.0
Robert-Baratheon,Varys,Undirected,36,1.0
Robert-Baratheon,Vayon-Poole,Undirected,3,1.0
Robert-Baratheon,Viserys-Targaryen,Undirected,7,1.0
Rodrik-Cassel,Theon-Greyjoy,Undirected,6,1.0
Rodrik-Cassel,Tyrion-Lannister,Undirected,10,1.0
Rodrik-Cassel,Willis-Wode,Undirected,7,1.0
Roose-Bolton,Tywin-Lannister,Undirected,4,1.0
Sandor-Clegane,Sansa-Stark,Undirected,23,1.0
Sandor-Clegane,Tyrion-Lannister,Undirected,5,1.0
Sansa-Stark,Stannis-Baratheon,Undirected,3,1.0
Sansa-Stark,Tomard,Undirected,3,1.0
Sansa-Stark,Tyrion-Lannister,Undirected,3,1.0
Sansa-Stark,Varys,Undirected,4,1.0
Shae,Tyrion-Lannister,Undirected,12,1.0
Shagga,Timett,Undirected,4,1.0
Shagga,Tyrion-Lannister,Undirected,17,1.0
Shagga,Ulf-son-of-Umar,Undirected,4,1.0
Stannis-Baratheon,Tywin-Lannister,Undirected,4,1.0
Stannis-Baratheon,Varys,Undirected,5,1.0
Stevron-Frey,Walder-Frey,Undirected,3,1.0
Theon-Greyjoy,Tyrion-Lannister,Undirected,3,1.0
Theon-Greyjoy,Tywin-Lannister,Undirected,3,1.0
Theon-Greyjoy,Walder-Frey,Undirected,4,1.0
Timett,Tyrion-Lannister,Undirected,3,1.0
Tommen-Baratheon,Tyrion-Lannister,Undirected,3,1.0
Tyrion-Lannister,Tywin-Lannister,Undirected,40,1.0
Tyrion-Lannister,Vardis-Egen,Undirected,9,1.0
Tyrion-Lannister,Varys,Undirected,3,1.0
Tyrion-Lannister,Willis-Wode,Undirected,4,1.0
Tyrion-Lannister,Yoren,Undirected,10,1.0
Tywin-Lannister,Varys,Undirected,4,1.0
Tywin-Lannister,Walder-Frey,Undirected,8,1.0
Waymar-Royce,Will-(prologue),Undirected,18,1.0
Aegon-I-Targaryen,Harren-Hoare,Undirected,4,2.0
Aegon-I-Targaryen,Nan,Undirected,3,2.0
Aegon-I-Targaryen,Rhaenys-Targaryen,Undirected,4,2.0
Aegon-I-Targaryen,Tyrion-Lannister,Undirected,3,2.0
Aegon-I-Targaryen,Visenya-Targaryen,Undirected,3,2.0
Aegon-V-Targaryen,Aemon-Targaryen-(Maester-Aemon),Undirected,3,2.0
Aemon-Targaryen-(Maester-Aemon),Daeron-II-Targaryen,Undirected,3,2.0
Aemon-Targaryen-(Maester-Aemon),Jeor-Mormont,Undirected,9,2.0
Aemon-Targaryen-(Maester-Aemon),Jon-Snow,Undirected,11,2.0
Aemon-Targaryen-(Maester-Aemon),Maekar-I-Targaryen,Undirected,3,2.0
Aemon-Targaryen-(Maester-Aemon),Samwell-Tarly,Undirected,5,2.0
Aenys-Frey,Arya-Stark,Undirected,6,2.0
Aeron-Greyjoy,Dagmer,Undirected,5,2.0
Aeron-Greyjoy,Theon-Greyjoy,Undirected,17,2.0
Aerys-I-Targaryen,Robert-Baratheon,Undirected,3,2.0
Aerys-II-Targaryen,Eddard-Stark,Undirected,5,2.0
Aerys-II-Targaryen,Jaime-Lannister,Undirected,4,2.0
Aerys-II-Targaryen,Rhaegar-Targaryen,Undirected,4,2.0
Aerys-II-Targaryen,Robert-Baratheon,Undirected,6,2.0
Aerys-II-Targaryen,Tyrion-Lannister,Undirected,3,2.0
Aggar,Gariss,Undirected,3,2.0
Aggar,Gelmarr,Undirected,3,2.0
Aggar,Gynir,Undirected,3,2.0
Aggar,Ramsay-Snow,Undirected,4,2.0
Aggo,Belwas,Undirected,3,2.0
Aggo,Daenerys-Targaryen,Undirected,10,2.0
Aggo,Jhogo,Undirected,12,2.0
Aggo,Jorah-Mormont,Undirected,4,2.0
Aggo,Rakharo,Undirected,4,2.0
Alayaya,Dancy,Undirected,3,2.0
Alayaya,Tyrion-Lannister,Undirected,3,2.0
Alebelly,Bran-Stark,Undirected,7,2.0
Alebelly,Hayhead,Undirected,3,2.0
Alebelly,Jojen-Reed,Undirected,6,2.0
Alebelly,Mikken,Undirected,3,2.0
Alester-Florent,Cortnay-Penrose,Undirected,4,2.0
Alester-Florent,Davos-Seaworth,Undirected,3,2.0
Alester-Florent,Renly-Baratheon,Undirected,3,2.0
Alester-Florent,Stannis-Baratheon,Undirected,5,2.0
Allar-Deem,Janos-Slynt,Undirected,3,2.0
Allar-Deem,Tyrion-Lannister,Undirected,4,2.0
Allard-Seaworth,Davos-Seaworth,Undirected,5,2.0
Allard-Seaworth,Marya-Seaworth,Undirected,5,2.0
Allard-Seaworth,Stannis-Baratheon,Undirected,3,2.0
Alliser-Thorne,Jeor-Mormont,Undirected,3,2.0
Alliser-Thorne,Joffrey-Baratheon,Undirected,4,2.0
Alliser-Thorne,Jon-Snow,Undirected,3,2.0
Alliser-Thorne,Tyrion-Lannister,Undirected,8,2.0
Amabel,Arya-Stark,Undirected,6,2.0
Amabel,Harra,Undirected,4,2.0
Amory-Lorch,Arya-Stark,Undirected,9,2.0
Amory-Lorch,Cersei-Lannister,Undirected,4,2.0
Amory-Lorch,Chiswyck,Undirected,4,2.0
Amory-Lorch,Dunsen,Undirected,3,2.0
Amory-Lorch,Gendry,Undirected,3,2.0
Amory-Lorch,Gregor-Clegane,Undirected,7,2.0
Amory-Lorch,Hot-Pie,Undirected,3,2.0
Amory-Lorch,Ilyn-Payne,Undirected,4,2.0
Amory-Lorch,Joffrey-Baratheon,Undirected,7,2.0
Amory-Lorch,Meryn-Trant,Undirected,5,2.0
Amory-Lorch,Polliver,Undirected,3,2.0
Amory-Lorch,Rafford,Undirected,5,2.0
Amory-Lorch,Roose-Bolton,Undirected,3,2.0
Amory-Lorch,Sandor-Clegane,Undirected,5,2.0
Amory-Lorch,Tickler,Undirected,5,2.0
Amory-Lorch,Tywin-Lannister,Undirected,4,2.0
Amory-Lorch,Vargo-Hoat,Undirected,7,2.0
Amory-Lorch,Yoren,Undirected,5,2.0
Ardrian-Celtigar,Monford-Velaryon,Undirected,5,2.0
Aron-Santagar,Sandor-Clegane,Undirected,3,2.0
Arwyn-Oakheart,Randyll-Tarly,Undirected,3,2.0
Arya-Stark,Beric-Dondarrion,Undirected,5,2.0
Arya-Stark,Biter,Undirected,10,2.0
Arya-Stark,Bran-Stark,Undirected,10,2.0
Arya-Stark,Cersei-Lannister,Undirected,7,2.0
Arya-Stark,Chiswyck,Undirected,8,2.0
Arya-Stark,Dobber,Undirected,4,2.0
Arya-Stark,Dunsen,Undirected,3,2.0
Arya-Stark,Eddard-Stark,Undirected,6,2.0
Arya-Stark,Gendry,Undirected,36,2.0
Arya-Stark,Gregor-Clegane,Undirected,4,2.0
Arya-Stark,Harra,Undirected,3,2.0
Arya-Stark,Harren-Hoare,Undirected,7,2.0
Arya-Stark,Hot-Pie,Undirected,51,2.0
Arya-Stark,Jaime-Lannister,Undirected,3,2.0
Arya-Stark,Jaqen-Hghar,Undirected,25,2.0
Arya-Stark,Joffrey-Baratheon,Undirected,4,2.0
Arya-Stark,Jon-Snow,Undirected,13,2.0
Arya-Stark,Koss,Undirected,3,2.0
Arya-Stark,Lommy-Greenhands,Undirected,31,2.0
Arya-Stark,Nan,Undirected,5,2.0
Arya-Stark,Polliver,Undirected,3,2.0
Arya-Stark,Praed,Undirected,3,2.0
Arya-Stark,Rafford,Undirected,5,2.0
Arya-Stark,Rickon-Stark,Undirected,5,2.0
Arya-Stark,Robb-Stark,Undirected,15,2.0
Arya-Stark,Robert-Baratheon,Undirected,4,2.0
Arya-Stark,Roose-Bolton,Undirected,13,2.0
Arya-Stark,Rorge,Undirected,13,2.0
Arya-Stark,Sansa-Stark,Undirected,20,2.0
Arya-Stark,Syrio-Forel,Undirected,5,2.0
Arya-Stark,Tyrion-Lannister,Undirected,4,2.0
Arya-Stark,Tywin-Lannister,Undirected,13,2.0
Arya-Stark,Vargo-Hoat,Undirected,6,2.0
Arya-Stark,Weasel,Undirected,10,2.0
Arya-Stark,Weese,Undirected,15,2.0
Arya-Stark,Woth,Undirected,3,2.0
Arya-Stark,Yoren,Undirected,28,2.0
Arys-Oakheart,Joffrey-Baratheon,Undirected,6,2.0
Arys-Oakheart,Myrcella-Baratheon,Undirected,4,2.0
Arys-Oakheart,Sansa-Stark,Undirected,3,2.0
Asha-Greyjoy,Balon-Greyjoy,Undirected,3,2.0
Asha-Greyjoy,Dagmer,Undirected,5,2.0
Asha-Greyjoy,Theon-Greyjoy,Undirected,35,2.0
Asha-Greyjoy,Wex-Pyke,Undirected,3,2.0
Axell-Florent,Selyse-Florent,Undirected,3,2.0
Axell-Florent,Stannis-Baratheon,Undirected,6,2.0
Bael-the-Bard,Ygritte,Undirected,5,2.0
Ballabar,Podrick-Payne,Undirected,3,2.0
Ballabar,Tyrion-Lannister,Undirected,12,2.0
Balon-Greyjoy,Catelyn-Stark,Undirected,3,2.0
Balon-Greyjoy,Dagmer,Undirected,3,2.0
Balon-Greyjoy,Eddard-Stark,Undirected,4,2.0
Balon-Greyjoy,Robb-Stark,Undirected,5,2.0
Balon-Greyjoy,Robert-Baratheon,Undirected,4,2.0
Balon-Greyjoy,Theon-Greyjoy,Undirected,27,2.0
Balon-Greyjoy,Victarion-Greyjoy,Undirected,4,2.0
Balon-Swann,Joffrey-Baratheon,Undirected,6,2.0
Balon-Swann,Mandon-Moore,Undirected,3,2.0
Balon-Swann,Meryn-Trant,Undirected,3,2.0
Balon-Swann,Osmund-Kettleblack,Undirected,4,2.0
Balon-Swann,Tyrion-Lannister,Undirected,8,2.0
Barristan-Selmy,Belwas,Undirected,5,2.0
Barristan-Selmy,Cersei-Lannister,Undirected,5,2.0
Barristan-Selmy,Daenerys-Targaryen,Undirected,3,2.0
Barristan-Selmy,Joffrey-Baratheon,Undirected,7,2.0
Barristan-Selmy,Robert-Baratheon,Undirected,3,2.0
Barristan-Selmy,Varys,Undirected,3,2.0
Belwas,Daenerys-Targaryen,Undirected,5,2.0
Belwas,Jhogo,Undirected,3,2.0
Belwas,Jorah-Mormont,Undirected,4,2.0
Benfred-Tallhart,Helman-Tallhart,Undirected,3,2.0
Benfred-Tallhart,Leobald-Tallhart,Undirected,3,2.0
Benfred-Tallhart,Stygg,Undirected,3,2.0
Benfred-Tallhart,Theon-Greyjoy,Undirected,7,2.0
Benjen-Stark,Jeor-Mormont,Undirected,5,2.0
Beric-Dondarrion,Thoros-of-Myr,Undirected,3,2.0
Beth-Cassel,Bran-Stark,Undirected,4,2.0
Beth-Cassel,Rodrik-Cassel,Undirected,4,2.0
Beth-Cassel,Theon-Greyjoy,Undirected,3,2.0
Biter,Jaqen-Hghar,Undirected,12,2.0
Biter,Rorge,Undirected,14,2.0
Biter,Yoren,Undirected,3,2.0
Boros-Blount,Cersei-Lannister,Undirected,7,2.0
Boros-Blount,Gyles-Rosby,Undirected,5,2.0
Boros-Blount,Joffrey-Baratheon,Undirected,11,2.0
Boros-Blount,Meryn-Trant,Undirected,13,2.0
Boros-Blount,Sansa-Stark,Undirected,8,2.0
Boros-Blount,Tanda-Stokeworth,Undirected,3,2.0
Boros-Blount,Tommen-Baratheon,Undirected,3,2.0
Boros-Blount,Tyrion-Lannister,Undirected,8,2.0
Bran-Stark,Catelyn-Stark,Undirected,3,2.0
Bran-Stark,Chayle,Undirected,3,2.0
Bran-Stark,Cley-Cerwyn,Undirected,5,2.0
Bran-Stark,Donella-Hornwood,Undirected,5,2.0
Bran-Stark,Eddard-Stark,Undirected,4,2.0
Bran-Stark,Hayhead,Undirected,6,2.0
Bran-Stark,Hodor,Undirected,59,2.0
Bran-Stark,Howland-Reed,Undirected,3,2.0
Bran-Stark,Jojen-Reed,Undirected,47,2.0
Bran-Stark,Jon-Snow,Undirected,11,2.0
Bran-Stark,Luwin,Undirected,51,2.0
Bran-Stark,Meera-Reed,Undirected,36,2.0
Bran-Stark,Mikken,Undirected,11,2.0
Bran-Stark,Nan,Undirected,7,2.0
Bran-Stark,Osha,Undirected,30,2.0
Bran-Stark,Poxy-Tym,Undirected,3,2.0
Bran-Stark,Ramsay-Snow,Undirected,7,2.0
Bran-Stark,Reek,Undirected,3,2.0
Bran-Stark,Rickon-Stark,Undirected,54,2.0
Bran-Stark,Robb-Stark,Undirected,28,2.0
Bran-Stark,Rodrik-Cassel,Undirected,34,2.0
Bran-Stark,Sansa-Stark,Undirected,5,2.0
Bran-Stark,Stafford-Lannister,Undirected,3,2.0
Bran-Stark,Theon-Greyjoy,Undirected,24,2.0
Bran-Stark,Walder-Frey-(son-of-Jammos),Undirected,5,2.0
Bran-Stark,Walder-Frey-(son-of-Merrett),Undirected,12,2.0
Bran-Stark,Wyman-Manderly,Undirected,6,2.0
Brienne-of-Tarth,Catelyn-Stark,Undirected,36,2.0
Brienne-of-Tarth,Edmure-Tully,Undirected,3,2.0
Brienne-of-Tarth,Emmon-Cuy,Undirected,8,2.0
Brienne-of-Tarth,Jaime-Lannister,Undirected,3,2.0
Brienne-of-Tarth,Renly-Baratheon,Undirected,28,2.0
Brienne-of-Tarth,Robar-Royce,Undirected,3,2.0
Brienne-of-Tarth,Robert-Baratheon,Undirected,3,2.0
Brienne-of-Tarth,Selwyn-Tarth,Undirected,4,2.0
Brienne-of-Tarth,Stannis-Baratheon,Undirected,5,2.0
Brienne-of-Tarth,Vyman,Undirected,3,2.0
Bronn,Cersei-Lannister,Undirected,11,2.0
Bronn,Jacelyn-Bywater,Undirected,7,2.0
Bronn,Joffrey-Baratheon,Undirected,9,2.0
Bronn,Mandon-Moore,Undirected,5,2.0
Bronn,Podrick-Payne,Undirected,3,2.0
Bronn,Stannis-Baratheon,Undirected,3,2.0
Bronn,Timett,Undirected,5,2.0
Bronn,Tommen-Baratheon,Undirected,3,2.0
Bronn,Tyrion-Lannister,Undirected,40,2.0
Bronn,Varys,Undirected,8,2.0
Bryce-Caron,Cortnay-Penrose,Undirected,3,2.0
Bryce-Caron,Eldon-Estermont,Undirected,3,2.0
Bryce-Caron,Guyard-Morrigen,Undirected,5,2.0
Bryce-Caron,Renly-Baratheon,Undirected,7,2.0
Bryce-Caron,Stannis-Baratheon,Undirected,3,2.0
Brynden-Tully,Catelyn-Stark,Undirected,5,2.0
Brynden-Tully,Robb-Stark,Undirected,6,2.0
Brynden-Tully,Tywin-Lannister,Undirected,3,2.0
Captain-Myraham,Theon-Greyjoy,Undirected,4,2.0
Captain-Myraham-Daughter,Theon-Greyjoy,Undirected,3,2.0
Catelyn-Stark,Cersei-Lannister,Undirected,14,2.0
Catelyn-Stark,Cleos-Frey,Undirected,5,2.0
Catelyn-Stark,Colen-of-Greenpools,Undirected,6,2.0
Catelyn-Stark,Desmond-Grell,Undirected,3,2.0
Catelyn-Stark,Eddard-Stark,Undirected,12,2.0
Catelyn-Stark,Edmure-Tully,Undirected,17,2.0
Catelyn-Stark,Hallis-Mollen,Undirected,6,2.0
Catelyn-Stark,Hoster-Tully,Undirected,5,2.0
Catelyn-Stark,Jaime-Lannister,Undirected,16,2.0
Catelyn-Stark,Joffrey-Baratheon,Undirected,4,2.0
Catelyn-Stark,Loras-Tyrell,Undirected,6,2.0
Catelyn-Stark,Lysa-Arryn,Undirected,7,2.0
Catelyn-Stark,Margaery-Tyrell,Undirected,4,2.0
Catelyn-Stark,Mathis-Rowan,Undirected,3,2.0
Catelyn-Stark,Randyll-Tarly,Undirected,3,2.0
Catelyn-Stark,Renly-Baratheon,Undirected,51,2.0
Catelyn-Stark,Rickon-Stark,Undirected,3,2.0
Catelyn-Stark,Robar-Royce,Undirected,7,2.0
Catelyn-Stark,Robb-Stark,Undirected,27,2.0
Catelyn-Stark,Robert-Baratheon,Undirected,5,2.0
Catelyn-Stark,Sansa-Stark,Undirected,3,2.0
Catelyn-Stark,Stafford-Lannister,Undirected,3,2.0
Catelyn-Stark,Stannis-Baratheon,Undirected,20,2.0
Catelyn-Stark,Theon-Greyjoy,Undirected,5,2.0
Catelyn-Stark,Tyrion-Lannister,Undirected,10,2.0
Catelyn-Stark,Tywin-Lannister,Undirected,14,2.0
Catelyn-Stark,Utherydes-Wayn,Undirected,3,2.0
Catelyn-Stark,Vyman,Undirected,4,2.0
Catelyn-Stark,Wendel-Manderly,Undirected,7,2.0
Cersei-Lannister,Chiswyck,Undirected,3,2.0
Cersei-Lannister,Cleos-Frey,Undirected,6,2.0
Cersei-Lannister,Dunsen,Undirected,3,2.0
Cersei-Lannister,Eddard-Stark,Undirected,13,2.0
Cersei-Lannister,Gregor-Clegane,Undirected,4,2.0
Cersei-Lannister,Gyles-Rosby,Undirected,6,2.0
Cersei-Lannister,Ilyn-Payne,Undirected,12,2.0
Cersei-Lannister,Jacelyn-Bywater,Undirected,4,2.0
Cersei-Lannister,Jaime-Lannister,Undirected,17,2.0
Cersei-Lannister,Janos-Slynt,Undirected,9,2.0
Cersei-Lannister,Joffrey-Baratheon,Undirected,63,2.0
Cersei-Lannister,Lancel-Lannister,Undirected,20,2.0
Cersei-Lannister,Lysa-Arryn,Undirected,5,2.0
Cersei-Lannister,Meryn-Trant,Undirected,11,2.0
Cersei-Lannister,Myrcella-Baratheon,Undirected,4,2.0
Cersei-Lannister,Osfryd-Kettleblack,Undirected,7,2.0
Cersei-Lannister,Osmund-Kettleblack,Undirected,4,2.0
Cersei-Lannister,Osney-Kettleblack,Undirected,3,2.0
Cersei-Lannister,Petyr-Baelish,Undirected,7,2.0
Cersei-Lannister,Polliver,Undirected,3,2.0
Cersei-Lannister,Preston-Greenfield,Undirected,3,2.0
Cersei-Lannister,Pycelle,Undirected,6,2.0
Cersei-Lannister,Rafford,Undirected,3,2.0
Cersei-Lannister,Renly-Baratheon,Undirected,7,2.0
Cersei-Lannister,Robb-Stark,Undirected,15,2.0
Cersei-Lannister,Robert-Baratheon,Undirected,12,2.0
Cersei-Lannister,Sandor-Clegane,Undirected,9,2.0
Cersei-Lannister,Sansa-Stark,Undirected,39,2.0
Cersei-Lannister,Shae,Undirected,5,2.0
Cersei-Lannister,Stannis-Baratheon,Undirected,23,2.0
Cersei-Lannister,Tanda-Stokeworth,Undirected,3,2.0
Cersei-Lannister,Tickler,Undirected,5,2.0
Cersei-Lannister,Tommen-Baratheon,Undirected,10,2.0
Cersei-Lannister,Tyrion-Lannister,Undirected,87,2.0
Cersei-Lannister,Tywin-Lannister,Undirected,10,2.0
Cersei-Lannister,Varys,Undirected,23,2.0
Cersei-Lannister,Vylarr,Undirected,3,2.0
Chataya,Tyrion-Lannister,Undirected,6,2.0
Chayle,Mikken,Undirected,4,2.0
Chella,Shae,Undirected,4,2.0
Chella,Tyrion-Lannister,Undirected,3,2.0
